,streak,name,date
5722,2,Aimer,2022-04-23 13:22:00
5723,3,The Kooks,2022-04-23 12:32:00
5732,2,Two Door Cinema Club,2022-04-22 17:20:00
5733,2,Foster the People,2022-04-22 12:24:00
5739,2,The Kooks,2022-04-22 11:50:00
5740,4,BaianaSystem,2022-04-22 02:54:00
5741,5,Black Alien,2022-04-22 02:46:00
5754,2,Camarada Janderson,2022-04-22 00:50:00
5755,10,Don L,2022-04-22 00:33:00
5756,2,The Kooks,2022-04-22 00:29:00
5757,2,Chico Buarque,2022-04-22 00:25:00
5762,2,BaianaSystem,2022-04-22 00:12:00
5763,2,The Kooks,2022-04-22 00:08:00
5764,2,Dj Saddam,2022-04-22 00:05:00
5765,2,The Kooks,2022-04-21 23:47:00
5767,3,フレデリック,2022-04-21 13:28:00
5768,3,The Kooks,2022-04-21 13:21:00
5769,2,Hiromi,2022-04-21 13:16:00
5776,2,Tom Zé,2022-04-21 13:00:00
5777,2,Sakanaction,2022-04-21 12:56:00
5783,2,フレデリック,2022-04-21 12:30:00
5786,7,The Kooks,2022-04-21 11:55:00
5788,5,The Kooks,2022-04-21 03:33:00
5794,6,Don L,2022-04-21 01:22:00
5795,2,The Kooks,2022-04-20 21:55:00
5802,8,The Kooks,2022-04-20 21:09:00
5817,2,ネクライトーキー,2022-04-20 13:56:00
5818,8,The Kooks,2022-04-20 11:36:00
5828,11,The Kooks,2022-04-19 00:01:00
5859,2,go!go!vanillas,2022-04-18 13:29:00
5861,2,GReeeeN,2022-04-18 13:15:00
5866,7,The Kooks,2022-04-18 10:33:00
5868,2,Hiromi,2022-04-18 02:30:00
5872,50,The Kooks,2022-04-16 04:13:00
5874,40,The Kooks,2022-04-14 17:40:00
5876,11,The Kooks,2022-04-13 20:41:00
5886,36,The Kooks,2022-04-12 23:07:00
5888,2,Anavitória,2022-04-12 22:53:00
5895,2,Scary Pockets,2022-04-12 19:43:00
5896,17,Elza Soares,2022-04-12 18:29:00
5927,2,Bleachers,2022-04-10 21:37:00
5935,2,Tame Impala,2022-04-09 19:01:00
5939,2,MC Primitivo,2022-04-09 18:45:00
5941,3,Don L,2022-04-09 18:37:00
5970,3,Camarada Janderson,2022-04-09 01:24:00
5971,19,The Kooks,2022-04-08 19:06:00
5978,2,Arctic Monkeys,2022-04-08 00:40:00
5994,2,Don L,2022-04-07 12:11:00
6001,4,The Kooks,2022-04-06 21:29:00
6010,2,フレデリック,2022-04-06 12:16:00
6011,2,Avishai Cohen,2022-04-04 22:59:00
6019,2,BaianaSystem,2022-04-04 22:11:00
6033,2,Foster the People,2022-04-04 21:12:00
6054,2,Madonna,2022-04-04 19:43:00
6108,3,Saint Motel,2022-04-04 13:09:00
6110,2,Satoshi Takebe,2022-04-02 23:27:00
6111,2,Criolo,2022-04-02 23:22:00
6116,2,Black Alien,2022-04-02 23:12:00
6117,2,Camarada Janderson,2022-04-02 23:09:00
6124,2,Criolo,2022-04-01 02:31:00
6125,4,BaianaSystem,2022-04-01 02:24:00
6126,3,Don L,2022-03-31 23:54:00
6137,2,Tiganá Santana,2022-03-31 23:27:00
6138,3,Camarada Janderson,2022-03-31 23:25:00
6143,2,Phoenix,2022-03-31 15:14:00
6144,2,The Kooks,2022-03-31 15:11:00
6146,2,Jorge Ben,2022-03-30 14:38:00
6147,2,Yamandu Costa,2022-03-30 14:35:00
6148,2,Chico Buarque,2022-03-30 14:31:00
6157,3,Red Hot Chili Peppers,2022-03-29 14:00:00
6161,2,John Mayer,2022-03-28 19:25:00
6179,2,Jimi Hendrix,2022-03-26 12:49:00
6181,3,フレデリック,2022-03-26 12:41:00
6187,8,Camarada Janderson,2022-03-24 17:37:00
6188,2,Anitta,2022-03-24 17:34:00
6207,2,The Kooks,2022-03-23 18:46:00
6213,16,The Kooks,2022-03-23 14:19:00
6233,3,AUN J-CLASSIC ORCHESTRA,2022-03-23 11:51:00
6234,2,Arctic Monkeys,2022-03-23 11:36:00
6237,5,Khruangbin,2022-03-19 23:55:00
6238,2,Saint Motel,2022-03-14 18:11:00
6239,4,Wednesday Campanella,2022-03-14 17:56:00
6240,6,Masayuki Suzuki,2022-03-14 17:33:00
6244,3,Don L,2022-03-14 15:29:00
6247,6,Camarada Janderson,2022-03-10 15:58:00
6248,2,WANIMA,2022-03-10 03:20:00
6260,2,Masayuki Suzuki,2022-03-09 16:00:00
6277,2,BaianaSystem,2022-03-09 13:19:00
6280,25,Daft Punk,2022-03-08 16:29:00
6287,2,Joe Hisaishi,2022-03-08 12:46:00
6289,4,Joe Hisaishi,2022-03-08 12:32:00
6310,2,The Kooks,2022-03-07 12:55:00
6322,7,Gloria Groove,2022-03-06 22:00:00
6331,2,Gloria Groove,2022-03-04 21:29:00
6345,2,Cory Wong,2022-03-04 20:20:00
6372,14,Jamiroquai,2022-03-04 13:14:00
6387,4,Camarada Janderson,2022-03-04 12:14:00
6398,2,Wednesday Campanella,2022-03-03 20:01:00
6418,2,The Kooks,2022-03-02 18:50:00
6438,2,Red Hot Chili Peppers,2022-03-02 14:53:00
6439,6,Khruangbin,2022-03-02 14:33:00
6440,6,Kenshi Yonezu,2022-03-02 14:09:00
6442,7,KANA-BOON,2022-03-02 13:37:00
6453,2,Camarada Janderson,2022-03-02 12:54:00
6454,2,The Kooks,2022-03-02 12:07:00
6510,2,Foster the People,2022-03-01 14:49:00
6536,2,Camarada Janderson,2022-02-27 13:52:00
6541,2,Taichi Mukai,2022-02-26 22:28:00
6545,4,Aimer,2022-02-25 17:33:00
6548,2,Yoshio Chin Suzuki,2022-02-25 00:43:00
6604,2,Foster the People,2022-02-23 13:51:00
6653,2,Wednesday Campanella,2022-02-21 16:08:00
6675,2,Arctic Monkeys,2022-02-21 14:26:00
6681,2,Foster the People,2022-02-21 13:48:00
6699,3,BaianaSystem,2022-02-20 12:02:00
6700,3,Camarada Janderson,2022-02-20 11:54:00
6708,2,BaianaSystem,2022-02-19 15:48:00
6720,2,majiko,2022-02-19 14:43:00
6723,2,Wednesday Campanella,2022-02-19 14:20:00
6757,6,Masayuki Suzuki,2022-02-18 05:16:00
6760,12,Masayuki Suzuki,2022-02-17 22:09:00
6762,3,Beach Fossils,2022-02-17 15:25:00
6763,8,BaianaSystem,2022-02-17 14:55:00
6765,5,Taichi Mukai,2022-02-17 14:00:00
6766,2,Tame Impala,2022-02-17 13:49:00
6767,2,ネクライトーキー,2022-02-17 13:40:00
6772,7,Brad Mehldau,2022-02-17 01:13:00
6773,4,Masayuki Suzuki,2022-02-16 22:13:00
6774,2,KANA-BOON,2022-02-16 21:52:00
6776,2,Saint Motel,2022-02-16 21:17:00
6779,5,Boi Bumbá Garantido,2022-02-16 20:06:00
6782,2,Daft Punk,2022-02-16 19:50:00
6786,10,Hiromi,2022-02-16 17:58:00
6790,32,Wednesday Campanella,2022-02-16 13:21:00
6794,2,Wednesday Campanella,2022-02-16 13:06:00
6796,2,The Strokes,2022-02-16 12:58:00
6797,2,Masahiro Tokuda,2022-02-16 12:53:00
6799,2,MC Primitivo,2022-02-16 12:45:00
6806,2,Camarada Janderson,2022-02-16 00:12:00
6825,2,The Strokes,2022-02-15 18:58:00
6830,2,The Kooks,2022-02-15 14:20:00
6840,2,Red Hot Chili Peppers,2022-02-15 13:42:00
6850,5,Foster the People,2022-02-15 12:46:00
6854,3,Don L,2022-02-15 12:27:00
6855,2,Hiromi,2022-02-15 01:56:00
6857,4,Asako Toki,2022-02-15 01:12:00
6866,11,Saint Motel,2022-02-14 20:17:00
6869,2,Arctic Monkeys,2022-02-14 18:47:00
6896,3,Phoenix,2022-02-14 14:55:00
6897,3,Camarada Janderson,2022-02-14 14:47:00
6898,2,KANA-BOON,2022-02-14 14:38:00
6910,2,Foster the People,2022-02-14 12:55:00
6913,2,Don L,2022-02-14 12:41:00
6916,33,Yuki Hayashi,2022-02-13 22:50:00
6917,7,Arctic Monkeys,2022-02-13 21:29:00
6959,2,toe,2022-02-11 14:34:00
6960,2,Camarada Janderson,2022-02-11 14:28:00
6961,3,Scary Pockets,2022-02-10 22:03:00
6966,3,Camarada Janderson,2022-02-10 21:08:00
6968,2,Criolo,2022-02-10 20:15:00
6969,2,BaianaSystem,2022-02-10 20:08:00
6974,3,BaianaSystem,2022-02-10 19:37:00
6975,2,Camarada Janderson,2022-02-10 19:31:00
6977,2,Camarada Janderson,2022-02-10 19:22:00
6990,9,Phoenix,2022-02-10 13:07:00
6991,31,Foster the People,2022-02-09 13:20:00
6992,4,Yuki Hayashi,2022-02-09 13:08:00
6993,2,Daft Punk,2022-02-09 12:54:00
6994,28,KANA-BOON,2022-02-07 20:45:00
7002,11,The Kooks,2022-02-07 14:40:00
7003,40,Arctic Monkeys,2022-02-06 20:22:00
7039,2,Arctic Monkeys,2022-02-06 02:27:00
7047,2,Wednesday Campanella,2022-02-06 01:35:00
7059,2,Khruangbin,2022-02-03 20:03:00
7060,2,Joe Pass,2022-02-03 19:54:00
7065,2,Hiromi,2022-02-03 19:06:00
7073,2,Foster the People,2022-02-02 01:40:00
7086,2,BaianaSystem,2022-01-31 20:21:00
7097,3,Joe Hisaishi,2022-01-31 18:53:00
7120,3,Foster the People,2022-01-28 19:59:00
7133,2,Black Alien,2022-01-28 00:19:00
7137,5,BaianaSystem,2022-01-27 23:52:00
7143,5,All That Jazz,2022-01-27 19:39:00
7180,2,BaianaSystem,2022-01-18 17:39:00
7191,2,Delvon Lamarr Organ Trio,2022-01-17 15:32:00
7194,2,Hiromi,2022-01-17 15:09:00
7259,6,Wednesday Campanella,2022-01-14 00:16:00
7262,2,The Kooks,2022-01-14 00:03:00
7264,2,Watanabe Saki (CV: Risa Taneda),2022-01-13 23:55:00
7270,3,Tiganá Santana,2022-01-13 20:33:00
7272,3,BaianaSystem,2022-01-13 10:57:00
7273,2,Sakanaction,2022-01-12 11:27:00
7310,11,BaianaSystem,2022-01-09 13:36:00
7312,2,Camarada Janderson,2022-01-09 13:26:00
7313,4,BaianaSystem,2022-01-09 13:10:00
7335,2,BaianaSystem,2022-01-08 11:07:00
7351,2,Emicida,2022-01-08 09:50:00
7369,2,MC Primitivo,2022-01-08 08:26:00
7371,2,BaianaSystem,2022-01-05 19:53:00
7394,2,Madeon,2022-01-03 22:59:00
7395,2,BaianaSystem,2022-01-03 21:09:00
